Crime_ID,FIR_No,Date,Time,Crime_Type,City,Area,Victim_Age,Victim_Gender,Weapon,Police_Station,Status
C0706,FIR202500706,2025-12-05,19:20,Murder,Nellore,Balaji Nagar,65.0,Male,Gun,North PS,Pending
C0707,FIR202400707,2024-01-06,15:25,Cyber Crime,Kurnool,Budhawarapeta,62.0,Male,,South PS,Solved
C0708,FIR202500708,2025-11-18,12:50,Cyber Crime,Vizianagaram,RTC Complex,58.0,Male,,North PS,Solved
C0709,FIR202400709,2024-09-15,14:10,Theft,Rajahmundry,Innespeta,30.0,Female,,North PS,Solved
C0710,FIR202400710,2024-03-10,06:10,Theft,Hyderabad,Kukatpally,63.0,Male,,West PS,Pending
C0711,FIR202500711,2025-01-09,03:35,Robbery,Hyderabad,Ameerpet,57.0,Female,Knife,Central PS,Solved
C0712,FIR202400712,2024-09-17,21:35,Cyber Crime,Vizianagaram,RTC Complex,70.0,Female,,West PS,Solved
C0713,FIR202500713,2025-06-13,22:50,Assault,Tirupati,Bairagipatteda,55.0,Male,Stick,East PS,Pending
C0714,FIR202400714,2024-05-19,03:15,Theft,Kakinada,Ramanayyapeta,18.0,Female,,East PS,Pending
C0715,FIR202500715,2025-03-26,08:50,Theft,Nellore,Magunta Layout,50.0,Male,,Central PS,Pending
C0716,FIR202400716,2024-09-03,14:00,Murder,Anantapur,Sapthagiri Circle,27.0,Female,Gun,North PS,Pending
C0717,FIR202500717,2025-09-01,17:55,Assault,Rajahmundry,Innespeta,46.0,Female,Stick,East PS,Pending
C0718,FIR202500718,2025-04-17,18:25,Robbery,Tirupati,Bairagipatteda,23.0,Female,Knife,North PS,Solved
C0719,FIR202400719,2024-09-15,00:25,Theft,Anantapur,Sapthagiri Circle,51.0,Female,,East PS,Pending
C0720,FIR202400720,2024-01-09,10:45,Cyber Crime,Hyderabad,Kukatpally,62.0,Male,,West PS,Pending
C0721,FIR202400721,2024-08-20,20:50,Cyber Crime,Visakhapatnam,Gajuwaka,44.0,Female,,Central PS,Pending
C0722,FIR202500722,2025-02-14,07:35,Theft,Vizianagaram,RTC Complex,38.0,Male,,East PS,Pending
C0723,FIR202500723,2025-05-14,09:40,Assault,Hyderabad,Madhapur,64.0,Female,Stick,East PS,Solved
C0724,FIR202400724,2024-10-01,03:20,Theft,Eluru,Ashok Nagar,44.0,Male,,North PS,Solved
C0725,FIR202500725,2025-08-02,23:15,Assault,Anantapur,Sapthagiri Circle,18.0,Male,Stick,Central PS,Pending
C0726,FIR202500726,2025-08-15,07:35,Theft,Visakhapatnam,Dwaraka Nagar,65.0,Male,,Central PS,Pending
C0727,FIR202500727,2025-10-23,20:35,Cyber Crime,Nellore,Balaji Nagar,53.0,Male,,West PS,Solved
C0728,FIR202500728,2025-10-24,16:50,Theft,Kakinada,Sarpavaram,44.0,Female,,South PS,Solved
C0729,FIR202400729,2024-04-12,11:20,Murder,Kadapa,YV Street,24.0,Female,Gun,North PS,Solved
C0730,FIR202400730,2024-10-20,08:45,Cyber Crime,Anantapur,Sapthagiri Circle,66.0,Female,,Central PS,Solved
C0731,FIR202400731,2024-12-29,06:40,Cyber Crime,Guntur,Arundelpet,56.0,Male,,East PS,Solved
C0732,FIR202500732,2025-06-25,21:30,Robbery,Kadapa,YV Street,57.0,Male,Knife,West PS,Pending
C0733,FIR202500733,2025-10-29,11:40,Theft,Visakhapatnam,MVP Colony,65.0,Female,,South PS,Pending
C0734,FIR202500734,2025-11-30,12:05,Assault,Ongole,Kurnool Road,55.0,Male,Stick,East PS,Solved
C0735,FIR202400735,2024-11-28,19:00,Robbery,Visakhapatnam,Madhurawada,50.0,Male,Knife,South PS,Solved
C0736,FIR202400736,2024-04-07,16:10,Robbery,Rajahmundry,Danavaipeta,51.0,Female,Knife,Central PS,Solved
C0737,FIR202400737,2024-12-18,00:15,Murder,Nellore,Balaji Nagar,23.0,Male,Gun,South PS,Pending
C0738,FIR202400738,2024-02-05,07:20,Theft,Vijayawada,Patamata,32.0,Male,,West PS,Pending
C0739,FIR202500739,2025-12-18,11:40,Murder,Guntur,Brodipet,65.0,Female,Gun,West PS,Solved
C0740,FIR202400740,2024-03-23,16:25,Cyber Crime,Tirupati,Bairagipatteda,35.0,Male,,Central PS,Pending
C0741,FIR202500741,2025-03-23,21:20,Murder,Anantapur,Sapthagiri Circle,57.0,Female,Gun,North PS,Solved
C0742,FIR202400742,2024-02-23,18:50,Theft,Kakinada,Jagannaickpur,18.0,Male,,Central PS,Solved
C0743,FIR202400743,2024-07-05,02:15,Murder,Visakhapatnam,Madhurawada,35.0,Male,Gun,North PS,Pending
C0744,FIR202400744,2024-08-17,13:05,Theft,Vijayawada,Gunadala,52.0,Male,,East PS,Pending
C0745,FIR202400745,2024-06-30,13:35,Robbery,Rajahmundry,Danavaipeta,60.0,Female,Knife,West PS,Pending
C0746,FIR202400746,2024-02-10,18:55,Assault,Guntur,Arundelpet,69.0,Female,Stick,Central PS,Solved
C0747,FIR202400747,2024-06-22,21:55,Cyber Crime,Rajahmundry,Danavaipeta,29.0,Male,,South PS,Pending
C0748,FIR202400748,2024-07-09,09:50,Theft,Eluru,Ashok Nagar,41.0,Male,,North PS,Solved
C0749,FIR202500749,2025-06-01,01:35,Cyber Crime,Eluru,Ashok Nagar,43.0,Male,,South PS,Pending
C0750,FIR202500750,2025-09-06,18:05,Assault,Anantapur,Sapthagiri Circle,34.0,Female,Stick,North PS,Solved
C0751,FIR202400751,2024-11-25,12:05,Robbery,Hyderabad,Kukatpally,37.0,Female,Knife,East PS,Solved
C0752,FIR202500752,2025-08-15,23:30,Murder,Kakinada,Jagannaickpur,62.0,Male,Gun,North PS,Pending
C0753,FIR202500753,2025-10-30,19:55,Murder,Eluru,Ashok Nagar,59.0,Female,Gun,East PS,Pending
C0754,FIR202500754,2025-03-07,23:40,Robbery,Kadapa,YV Street,53.0,Male,Knife,South PS,Solved
C0755,FIR202500755,2025-05-17,09:00,Assault,Vijayawada,Kanuru,60.0,Female,Stick,East PS,Pending
C0756,FIR202500756,2025-05-11,01:00,Murder,Anantapur,Sapthagiri Circle,65.0,Female,Gun,South PS,Solved
C0757,FIR202400757,2024-04-13,23:30,Assault,Guntur,Arundelpet,28.0,Female,Stick,East PS,Pending
C0758,FIR202500758,2025-12-07,19:50,Murder,Eluru,Ashok Nagar,49.0,Female,Gun,West PS,Solved
C0759,FIR202500759,2025-04-04,13:55,Cyber Crime,Visakhapatnam,Dwaraka Nagar,49.0,Male,,East PS,Pending
C0760,FIR202500760,2025-07-08,11:15,Assault,Ongole,Kurnool Road,53.0,Female,Stick,South PS,Pending
C0761,FIR202500761,2025-06-05,07:15,Robbery,Kurnool,Nandyal Checkpost,37.0,Male,Knife,West PS,Pending
C0762,FIR202500762,2025-01-17,00:35,Robbery,Guntur,Brodipet,51.0,Male,Knife,North PS,Pending
C0763,FIR202400763,2024-08-13,08:20,Murder,Visakhapatnam,Dwaraka Nagar,44.0,Male,Gun,Central PS,Pending
C0764,FIR202500764,2025-10-24,00:45,Murder,Nellore,Balaji Nagar,31.0,Male,Gun,Central PS,Solved
C0765,FIR202400765,2024-04-23,04:50,Theft,Nellore,Balaji Nagar,35.0,Female,,South PS,Pending
C0766,FIR202500766,2025-04-17,20:40,Cyber Crime,Kakinada,Sarpavaram,36.0,Female,,Central PS,Pending
C0767,FIR202400767,2024-01-22,17:10,Robbery,Anantapur,Sapthagiri Circle,18.0,Female,Knife,Central PS,Solved
C0768,FIR202400768,2024-04-03,10:55,Murder,Vijayawada,Patamata,32.0,Male,Gun,West PS,Pending
C0769,FIR202500769,2025-05-17,14:15,Theft,Kadapa,YV Street,45.0,Male,,West PS,Pending
C0770,FIR202500770,2025-08-13,01:40,Assault,Hyderabad,Madhapur,48.0,Male,Stick,West PS,Solved
C0771,FIR202400771,2024-05-24,08:10,Cyber Crime,Anantapur,Sapthagiri Circle,53.0,Male,,East PS,Pending
C0772,FIR202500772,2025-11-05,12:20,Murder,Kakinada,Ramanayyapeta,30.0,Female,Gun,West PS,Pending
C0773,FIR202400773,2024-03-23,19:15,Cyber Crime,Kurnool,Nandyal Checkpost,69.0,Female,,South PS,Solved
C0774,FIR202400774,2024-01-12,06:55,Murder,Kadapa,YV Street,58.0,Female,Gun,West PS,Solved
C0775,FIR202500775,2025-10-11,22:10,Theft,Visakhapatnam,MVP Colony,56.0,Male,,West PS,Pending
C0776,FIR202400776,2024-09-11,08:35,Cyber Crime,Vijayawada,Gunadala,34.0,Male,,West PS,Solved
C0777,FIR202400777,2024-01-07,21:25,Theft,Ongole,Kurnool Road,59.0,Female,,West PS,Solved
C0778,FIR202500778,2025-07-08,01:45,Assault,Ongole,Kurnool Road,65.0,Male,Stick,Central PS,Pending
C0779,FIR202400779,2024-03-09,16:20,Robbery,Kakinada,Jagannaickpur,44.0,Male,Knife,North PS,Solved
C0780,FIR202400780,2024-01-13,22:25,Cyber Crime,Vizianagaram,RTC Complex,32.0,Male,,East PS,Solved
C0781,FIR202400781,2024-08-17,01:00,Theft,Anantapur,Sapthagiri Circle,58.0,Female,,West PS,Solved
C0782,FIR202500782,2025-10-24,22:25,Murder,Kakinada,Jagannaickpur,45.0,Male,Gun,South PS,Pending
C0783,FIR202500783,2025-11-06,02:05,Assault,Eluru,Ashok Nagar,41.0,Male,Stick,West PS,Pending
C0784,FIR202500784,2025-11-17,06:35,Murder,Ongole,Kurnool Road,42.0,Female,Gun,South PS,Solved
C0785,FIR202500785,2025-07-08,18:55,Theft,Kadapa,YV Street,33.0,Female,,West PS,Pending
C0786,FIR202500786,2025-01-18,20:00,Assault,Visakhapatnam,Gajuwaka,20.0,Male,Stick,East PS,Solved
C0787,FIR202500787,2025-09-20,08:50,Theft,Kadapa,YV Street,51.0,Male,,Central PS,Solved
C0788,FIR202500788,2025-03-14,05:10,Murder,Kadapa,YV Street,42.0,Male,Gun,West PS,Solved
C0789,FIR202400789,2024-10-30,23:30,Murder,Ongole,Kurnool Road,65.0,Male,Gun,South PS,Pending
C0790,FIR202400790,2024-06-25,17:25,Assault,Kurnool,Nandyal Checkpost,55.0,Male,Stick,West PS,Pending
C0791,FIR202400791,2024-05-24,20:50,Assault,Kurnool,Budhawarapeta,55.0,Male,Stick,East PS,Solved
C0792,FIR202400792,2024-12-22,13:35,Theft,Vijayawada,Patamata,48.0,Female,,North PS,Solved
C0793,FIR202500793,2025-08-13,04:35,Robbery,Vijayawada,Patamata,20.0,Female,Knife,West PS,Pending
C0794,FIR202400794,2024-08-14,10:05,Murder,Nellore,Balaji Nagar,23.0,Female,Gun,West PS,Solved
C0795,FIR202500795,2025-08-25,03:25,Theft,Tirupati,Alipiri,46.0,Male,,West PS,Solved
C0796,FIR202400796,2024-08-23,19:40,Theft,Eluru,Ashok Nagar,65.0,Male,,Central PS,Pending
C0797,FIR202500797,2025-03-12,01:15,Cyber Crime,Rajahmundry,Innespeta,61.0,Female,,West PS,Pending
C0798,FIR202500798,2025-12-15,00:15,Robbery,Hyderabad,Madhapur,18.0,Female,Knife,East PS,Solved
C0799,FIR202400799,2024-08-24,21:00,Robbery,Rajahmundry,Innespeta,68.0,Male,Knife,North PS,Solved
C0800,FIR202400800,2024-07-13,10:20,Assault,Vizianagaram,RTC Complex,49.0,Female,Stick,East PS,Solved
C0801,FIR202500801,2025-08-12,22:50,Murder,Hyderabad,Madhapur,62.0,Male,Gun,South PS,Solved
C0802,FIR202400802,2024-10-05,13:40,Murder,Visakhapatnam,Madhurawada,66.0,Male,Gun,West PS,Pending
C0803,FIR202400803,2024-02-16,09:35,Murder,Vijayawada,Benz Circle,57.0,Female,Gun,Central PS,Solved
C0804,FIR202400804,2024-11-14,13:15,Assault,Eluru,Ashok Nagar,38.0,Female,Stick,Central PS,Solved
C0805,FIR202400805,2024-02-08,18:20,Theft,Kadapa,YV Street,46.0,Female,,North PS,Pending
C0806,FIR202400806,2024-11-24,15:20,Murder,Eluru,Ashok Nagar,52.0,Female,Gun,Central PS,Solved
C0807,FIR202400807,2024-08-06,21:50,Cyber Crime,Ongole,Kurnool Road,55.0,Female,,North PS,Pending
C0808,FIR202400808,2024-02-02,13:20,Robbery,Guntur,Lakshmipuram,46.0,Female,Knife,South PS,Pending
C0809,FIR202400809,2024-09-23,06:50,Murder,Tirupati,Bairagipatteda,66.0,Female,Gun,West PS,Solved
C0810,FIR202400810,2024-10-29,22:20,Assault,Hyderabad,Begumpet,54.0,Male,Stick,Central PS,Solved
C0811,FIR202400811,2024-08-01,11:10,Cyber Crime,Ongole,Kurnool Road,63.0,Male,,East PS,Pending
C0812,FIR202500812,2025-04-05,10:30,Robbery,Visakhapatnam,Madhurawada,49.0,Male,Knife,West PS,Solved
C0813,FIR202400813,2024-08-12,03:40,Theft,Anantapur,Sapthagiri Circle,64.0,Male,,North PS,Solved
C0814,FIR202400814,2024-10-12,05:15,Robbery,Kurnool,Nandyal Checkpost,67.0,Female,Knife,West PS,Pending
C0815,FIR202500815,2025-04-29,14:45,Murder,Rajahmundry,Innespeta,56.0,Male,Gun,West PS,Pending
C0816,FIR202500816,2025-03-25,13:00,Cyber Crime,Vizianagaram,RTC Complex,61.0,Female,,South PS,Pending
C0817,FIR202400817,2024-02-15,00:15,Robbery,Tirupati,Alipiri,19.0,Male,Knife,East PS,Solved
C0818,FIR202400818,2024-03-04,02:00,Robbery,Nellore,Balaji Nagar,25.0,Female,Knife,Central PS,Solved
C0819,FIR202500819,2025-04-14,20:05,Cyber Crime,Kakinada,Sarpavaram,55.0,Male,,South PS,Pending
C0820,FIR202400820,2024-11-17,14:50,Robbery,Nellore,Magunta Layout,65.0,Male,Knife,East PS,Pending
C0821,FIR202500821,2025-08-03,09:15,Robbery,Kadapa,YV Street,62.0,Female,Knife,West PS,Solved
C0822,FIR202500822,2025-06-07,07:00,Theft,Kadapa,YV Street,47.0,Female,,South PS,Solved
C0823,FIR202500823,2025-09-29,15:10,Murder,Hyderabad,Madhapur,39.0,Male,Gun,South PS,Solved
C0824,FIR202500824,2025-01-04,03:10,Murder,Visakhapatnam,Dwaraka Nagar,45.0,Female,Gun,South PS,Solved
C0825,FIR202400825,2024-02-09,19:50,Assault,Visakhapatnam,Dwaraka Nagar,37.0,Male,Stick,North PS,Pending
C0826,FIR202400826,2024-12-18,07:35,Murder,Eluru,Ashok Nagar,18.0,Male,Gun,West PS,Pending
C0827,FIR202400827,2024-09-30,06:55,Assault,Tirupati,Alipiri,27.0,Male,Stick,South PS,Pending
C0828,FIR202400828,2024-09-03,11:20,Murder,Rajahmundry,Danavaipeta,29.0,Female,Gun,Central PS,Pending
C0829,FIR202400829,2024-04-10,17:40,Cyber Crime,Kurnool,Budhawarapeta,36.0,Female,,South PS,Pending
C0830,FIR202500830,2025-11-15,03:30,Assault,Kadapa,YV Street,51.0,Female,Stick,Central PS,Solved
C0831,FIR202500831,2025-11-24,18:20,Cyber Crime,Vizianagaram,RTC Complex,58.0,Female,,West PS,Pending
C0832,FIR202500832,2025-09-25,20:45,Robbery,Tirupati,Alipiri,31.0,Male,Knife,West PS,Pending
C0833,FIR202500833,2025-02-28,00:20,Theft,Kakinada,Jagannaickpur,45.0,Female,,East PS,Pending
C0834,FIR202400834,2024-11-12,23:35,Cyber Crime,Kadapa,YV Street,33.0,Male,,South PS,Solved
C0835,FIR202400835,2024-08-03,07:55,Assault,Eluru,Ashok Nagar,35.0,Male,Stick,Central PS,Pending
C0836,FIR202400836,2024-07-25,10:00,Murder,Eluru,Ashok Nagar,26.0,Female,Gun,West PS,Pending
C0837,FIR202400837,2024-10-01,19:05,Murder,Kadapa,YV Street,35.0,Male,Gun,West PS,Pending
C0838,FIR202400838,2024-05-03,12:00,Robbery,Nellore,Balaji Nagar,38.0,Female,Knife,West PS,Solved
C0839,FIR202400839,2024-12-25,11:20,Assault,Kadapa,YV Street,62.0,Female,Stick,Central PS,Solved
C0840,FIR202400840,2024-01-06,21:30,Robbery,Anantapur,Sapthagiri Circle,20.0,Male,Knife,East PS,Solved
C0841,FIR202400841,2024-10-31,23:55,Robbery,Ongole,Kurnool Road,28.0,Female,Knife,East PS,Solved
C0842,FIR202500842,2025-02-18,14:55,Theft,Guntur,Arundelpet,31.0,Male,,East PS,Solved
C0843,FIR202400843,2024-02-06,09:10,Murder,Kurnool,Nandyal Checkpost,62.0,Male,Gun,South PS,Solved
C0844,FIR202500844,2025-06-14,19:05,Robbery,Guntur,Brodipet,20.0,Female,Knife,South PS,Solved
C0845,FIR202500845,2025-04-07,05:45,Murder,Ongole,Kurnool Road,48.0,Female,Gun,East PS,Pending
C0846,FIR202500846,2025-06-26,20:50,Murder,Nellore,Balaji Nagar,47.0,Female,Gun,West PS,Solved
C0847,FIR202500847,2025-03-29,18:40,Robbery,Anantapur,Sapthagiri Circle,52.0,Female,Knife,West PS,Solved
C0848,FIR202400848,2024-04-05,00:55,Theft,Eluru,Ashok Nagar,19.0,Female,,West PS,Solved
C0849,FIR202500849,2025-08-27,07:55,Murder,Vizianagaram,RTC Complex,55.0,Male,Gun,Central PS,Pending
C0850,FIR202400850,2024-04-14,04:05,Robbery,Kadapa,YV Street,24.0,Male,Knife,North PS,Solved
C0851,FIR202500851,2025-09-17,06:50,Murder,Ongole,Kurnool Road,48.0,Male,Gun,East PS,Solved
C0852,FIR202500852,2025-10-26,14:25,Murder,Kadapa,YV Street,38.0,Male,Gun,Central PS,Pending
C0853,FIR202500853,2025-09-09,03:20,Cyber Crime,Eluru,Ashok Nagar,64.0,Female,,Central PS,Solved
C0854,FIR202400854,2024-08-02,19:40,Theft,Kurnool,Nandyal Checkpost,39.0,Male,,West PS,Solved
C0855,FIR202400855,2024-01-21,19:55,Theft,Tirupati,Bairagipatteda,45.0,Female,,North PS,Pending
C0856,FIR202500856,2025-10-22,06:15,Robbery,Visakhapatnam,Madhurawada,53.0,Male,Knife,North PS,Pending
C0857,FIR202500857,2025-02-06,17:40,Robbery,Visakhapatnam,Seethammadhara,60.0,Female,Knife,South PS,Pending
C0858,FIR202500858,2025-09-13,04:20,Theft,Tirupati,Alipiri,23.0,Female,,East PS,Pending
C0859,FIR202500859,2025-06-16,01:05,Theft,Kakinada,Ramanayyapeta,61.0,Female,,North PS,Solved
C0860,FIR202500860,2025-09-13,03:45,Cyber Crime,Tirupati,Alipiri,65.0,Female,,West PS,Pending
C0861,FIR202400861,2024-03-05,21:50,Assault,Eluru,Ashok Nagar,30.0,Female,Stick,East PS,Pending
C0862,FIR202400862,2024-10-24,22:25,Murder,Vijayawada,Benz Circle,19.0,Female,Gun,South PS,Solved
C0863,FIR202500863,2025-10-28,13:30,Murder,Kurnool,Budhawarapeta,42.0,Male,Gun,Central PS,Pending
C0864,FIR202500864,2025-10-11,23:45,Murder,Eluru,Ashok Nagar,24.0,Male,Gun,East PS,Pending
C0865,FIR202500865,2025-10-23,11:30,Assault,Rajahmundry,Danavaipeta,43.0,Female,Stick,Central PS,Pending
C0866,FIR202500866,2025-04-21,14:50,Theft,Anantapur,Sapthagiri Circle,46.0,Male,,North PS,Solved
C0867,FIR202500867,2025-11-13,01:00,Theft,Vizianagaram,RTC Complex,26.0,Female,,Central PS,Pending
C0868,FIR202500868,2025-04-11,07:20,Robbery,Ongole,Kurnool Road,36.0,Female,Knife,West PS,Solved
C0869,FIR202400869,2024-03-15,20:55,Cyber Crime,Ongole,Kurnool Road,37.0,Male,,West PS,Pending
C0870,FIR202400870,2024-01-03,13:15,Murder,Kurnool,Nandyal Checkpost,48.0,Male,Gun,East PS,Solved
C0871,FIR202500871,2025-07-10,22:00,Theft,Hyderabad,Ameerpet,70.0,Female,,North PS,Solved
C0872,FIR202500872,2025-05-16,11:25,Robbery,Kurnool,Budhawarapeta,51.0,Male,Knife,South PS,Pending
C0873,FIR202500873,2025-10-03,07:40,Robbery,Guntur,Brodipet,70.0,Male,Knife,Central PS,Pending
C0874,FIR202500874,2025-02-09,20:25,Assault,Hyderabad,Madhapur,52.0,Male,Stick,North PS,Pending
C0875,FIR202400875,2024-09-24,17:20,Cyber Crime,Vizianagaram,RTC Complex,21.0,Female,,South PS,Pending
C0876,FIR202500876,2025-06-10,19:10,Theft,Kakinada,Sarpavaram,32.0,Female,,East PS,Pending
C0877,FIR202500877,2025-04-01,08:55,Assault,Vijayawada,Kanuru,23.0,Female,Stick,Central PS,Solved
C0878,FIR202400878,2024-05-22,10:45,Cyber Crime,Kadapa,YV Street,54.0,Female,,West PS,Pending
C0879,FIR202500879,2025-02-05,10:35,Assault,Kakinada,Ramanayyapeta,31.0,Male,Stick,Central PS,Solved
C0880,FIR202500880,2025-04-28,09:05,Cyber Crime,Hyderabad,Madhapur,41.0,Male,,Central PS,Solved
C0881,FIR202400881,2024-04-16,05:15,Assault,Eluru,Ashok Nagar,62.0,Female,Stick,East PS,Solved
C0882,FIR202400882,2024-05-31,04:45,Robbery,Anantapur,Sapthagiri Circle,52.0,Male,Knife,South PS,Solved
C0883,FIR202400883,2024-02-21,15:45,Assault,Eluru,Ashok Nagar,49.0,Male,Stick,East PS,Solved
C0884,FIR202500884,2025-09-26,22:15,Cyber Crime,Vijayawada,Kanuru,59.0,Male,,West PS,Solved
C0885,FIR202500885,2025-07-29,17:25,Cyber Crime,Nellore,Balaji Nagar,70.0,Female,,West PS,Pending
C0886,FIR202500886,2025-05-05,16:35,Cyber Crime,Guntur,Brodipet,23.0,Male,,North PS,Solved
C0887,FIR202400887,2024-03-24,17:20,Robbery,Tirupati,Bairagipatteda,64.0,Male,Knife,Central PS,Solved
C0888,FIR202500888,2025-04-18,18:20,Theft,Kakinada,Ramanayyapeta,41.0,Male,,North PS,Solved
C0889,FIR202400889,2024-08-22,00:25,Theft,Eluru,Ashok Nagar,57.0,Female,,Central PS,Pending
C0890,FIR202400890,2024-11-13,11:05,Cyber Crime,Kadapa,YV Street,19.0,Female,,South PS,Pending
C0891,FIR202400891,2024-08-22,11:00,Robbery,Visakhapatnam,Dwaraka Nagar,69.0,Female,Knife,South PS,Solved
C0892,FIR202400892,2024-12-30,04:50,Murder,Kakinada,Jagannaickpur,69.0,Male,Gun,West PS,Solved
C0893,FIR202500893,2025-01-29,02:30,Robbery,Kadapa,YV Street,64.0,Female,Knife,North PS,Pending
C0894,FIR202500894,2025-03-15,23:05,Theft,Kakinada,Ramanayyapeta,56.0,Male,,East PS,Pending
C0895,FIR202500895,2025-01-31,17:00,Assault,Guntur,Arundelpet,59.0,Female,Stick,Central PS,Solved
C0896,FIR202500896,2025-04-04,06:00,Murder,Eluru,Ashok Nagar,30.0,Female,Gun,Central PS,Solved
C0897,FIR202400897,2024-10-22,17:40,Theft,Visakhapatnam,Dwaraka Nagar,29.0,Male,,East PS,Pending
C0898,FIR202500898,2025-03-09,09:00,Theft,Hyderabad,Begumpet,23.0,Male,,Central PS,Pending
C0899,FIR202500899,2025-05-01,05:35,Theft,Eluru,Ashok Nagar,38.0,Female,,North PS,Solved
C0900,FIR202400900,2024-10-25,00:10,Assault,Hyderabad,Hitech City,31.0,Male,Stick,West PS,Solved
C0901,FIR202400901,2024-03-10,01:30,Murder,Rajahmundry,Danavaipeta,49.0,Male,Gun,South PS,Pending
C0902,FIR202400902,2024-12-09,22:50,Assault,Tirupati,Bairagipatteda,63.0,Female,Stick,East PS,Pending
C0903,FIR202400903,2024-05-10,16:05,Cyber Crime,Kakinada,Ramanayyapeta,62.0,Male,,Central PS,Solved
C0904,FIR202500904,2025-02-25,12:50,Murder,Vizianagaram,RTC Complex,25.0,Female,Gun,West PS,Solved
C0905,FIR202500905,2025-04-12,21:55,Robbery,Kadapa,YV Street,38.0,Male,Knife,South PS,Solved
C0906,FIR202500906,2025-12-19,22:40,Assault,Kadapa,YV Street,18.0,Male,Stick,Central PS,Pending
C0907,FIR202400907,2024-01-09,05:50,Cyber Crime,Tirupati,Bairagipatteda,47.0,Female,,East PS,Pending
C0908,FIR202400908,2024-12-12,17:50,Theft,Eluru,Ashok Nagar,41.0,Female,,East PS,Solved
C0909,FIR202500909,2025-08-14,07:40,Assault,Hyderabad,Madhapur,23.0,Female,Stick,South PS,Solved
C0910,FIR202400910,2024-12-09,00:50,Theft,Vizianagaram,RTC Complex,61.0,Female,,South PS,Solved
C0911,FIR202500911,2025-01-22,23:30,Cyber Crime,Tirupati,Bairagipatteda,61.0,Male,,South PS,Solved
C0912,FIR202500912,2025-05-18,04:35,Cyber Crime,Hyderabad,LB Nagar,50.0,Male,,South PS,Solved
C0913,FIR202500913,2025-06-08,14:25,Theft,Ongole,Kurnool Road,63.0,Male,,South PS,Pending
C0914,FIR202400914,2024-07-22,03:45,Cyber Crime,Nellore,Balaji Nagar,24.0,Female,,East PS,Solved
C0915,FIR202500915,2025-08-05,16:00,Murder,Anantapur,Sapthagiri Circle,29.0,Female,Gun,East PS,Pending
C0916,FIR202500916,2025-07-17,22:05,Cyber Crime,Kurnool,Budhawarapeta,29.0,Male,,West PS,Pending
C0917,FIR202500917,2025-06-02,07:30,Assault,Kadapa,YV Street,40.0,Male,Stick,South PS,Solved
C0918,FIR202400918,2024-08-13,03:30,Murder,Kurnool,Nandyal Checkpost,65.0,Female,Gun,West PS,Solved
C0919,FIR202400919,2024-09-06,21:20,Assault,Kakinada,Ramanayyapeta,42.0,Male,Stick,West PS,Pending
C0920,FIR202500920,2025-11-17,17:50,Cyber Crime,Rajahmundry,Danavaipeta,34.0,Female,,East PS,Solved
C0921,FIR202500921,2025-01-18,14:45,Cyber Crime,Tirupati,Bairagipatteda,19.0,Male,,North PS,Solved
C0922,FIR202500922,2025-03-20,01:35,Assault,Guntur,Brodipet,58.0,Female,Stick,Central PS,Solved
C0923,FIR202500923,2025-04-11,19:15,Robbery,Vijayawada,Gunadala,49.0,Male,Knife,East PS,Solved
C0924,FIR202400924,2024-09-08,08:05,Cyber Crime,Tirupati,Alipiri,27.0,Male,,West PS,Solved
C0925,FIR202500925,2025-02-18,12:05,Murder,Hyderabad,Kukatpally,25.0,Male,Gun,South PS,Pending
C0926,FIR202500926,2025-03-18,15:45,Robbery,Rajahmundry,Innespeta,23.0,Male,Knife,East PS,Pending
C0927,FIR202500927,2025-08-24,13:25,Murder,Ongole,Kurnool Road,23.0,Male,Gun,East PS,Pending
C0928,FIR202500928,2025-11-29,18:35,Assault,Vizianagaram,RTC Complex,51.0,Female,Stick,North PS,Pending
C0929,FIR202400929,2024-07-13,03:50,Cyber Crime,Kurnool,Nandyal Checkpost,52.0,Male,,North PS,Pending
C0930,FIR202500930,2025-09-06,18:00,Theft,Visakhapatnam,Seethammadhara,63.0,Female,,West PS,Pending
C0931,FIR202400931,2024-02-29,23:20,Assault,Kurnool,Budhawarapeta,19.0,Female,Stick,Central PS,Solved
C0932,FIR202500932,2025-02-16,21:05,Assault,Ongole,Kurnool Road,41.0,Female,Stick,East PS,Solved
C0933,FIR202500933,2025-10-19,02:25,Theft,Eluru,Ashok Nagar,30.0,Male,,West PS,Solved
C0934,FIR202400934,2024-12-29,10:55,Robbery,Kakinada,Sarpavaram,53.0,Female,Knife,Central PS,Pending
C0935,FIR202500935,2025-09-18,16:20,Cyber Crime,Vijayawada,Kanuru,52.0,Female,,East PS,Pending
C0936,FIR202400936,2024-09-02,15:30,Theft,Rajahmundry,Innespeta,45.0,Male,,Central PS,Pending
C0937,FIR202500937,2025-11-23,23:45,Murder,Hyderabad,Gachibowli,54.0,Female,Gun,South PS,Solved
C0938,FIR202500938,2025-07-11,03:25,Murder,Nellore,Balaji Nagar,28.0,Female,Gun,East PS,Pending
C0939,FIR202400939,2024-01-22,21:25,Robbery,Hyderabad,Ameerpet,46.0,Male,Knife,North PS,Solved
C0940,FIR202400940,2024-12-22,10:05,Assault,Eluru,Ashok Nagar,68.0,Female,Stick,West PS,Solved
